"Sexe","Annee","Mention","Naissance...Age","Bourse","Régime.d.inscription..lib..long.","Bac.ou.équivalence..lib..long.","Série.de.bac","w_sexe","w_annee","w_mention","Poids_Final","X36..ChatGPT","X37..DeepL","X38..Copilot","X39..Grammarly","X40..Perplexity","X41..Autre","X43..RS_PN_IA_bes_form","X44..RP_RPT_IA_formation","X45..RP_PN_IA_usages","X46..RP_PN_IA_usages_Autre","X47..RP_PN_IA_raisons","X48..RP_PN_IA_raisons_Autre","X53..RP_PN_IALimites","X54..RP_PN_IALimites_Autre"
"F","BUT1","Information - Communication",18,"Non boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.31,0.21,"Une à deux fois par semaine","Une à deux fois par semaine","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Créer des quiz, exercices ou fiches de révision","","Gagner du temps","","Vous êtes préoccupé par les conséquences sociales et économiques;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche",""
"F","BUT1","Information - Communication",18,"Boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.31,0.21,"Une à deux fois par semaine","Une à deux fois par mois","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne l'utilisez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique;Créer des quiz, exercices ou fiches de révision","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous êtes préoccupé par les conséquences environnementales;Vous ne voulez/pas ou ne pouvez pas payer les versions premium",""
"F","BUT1","Information - Communication",18,"Boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.31,0.21,"Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Oui","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","","","","","",""
"F","BUT2","Information - Communication",18,"Boursier","Formation initiale","STMG -Sc. Techno. management et gestion","Bac STMG",0.75,0.82,0.31,0.19,"Une à deux fois par semaine","Vous ne l'utilisez pas","Une à deux fois par mois","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Générer des images ou des vidéos;Résumer ou reformuler des textes, articles ou cours;Préparer ou structurer un exposé, un mémoire ou un rapport;Planifier votre travail ou organiser votre emploi du temps;Vérifier la qualité linguistique ou la clarté d’un texte","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.","","Vous ne savez pas très bien vous en servir;Vous craignez pour la confidentialité des données;Vous êtes préoccupé par les conséquences environnementales;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche;Vous craignez de devenir dépendant",""
"F","BUT1","Information - Communication",18,"Non boursier","Formation initiale","0022-bacs professionnels tertiaires","Bac pro",0.75,0.89,0.31,0.21,"Tous les jours ou presque","Moins d’une fois par mois","Vous ne l'utilisez pas","Vous ne la connaissez pas","Moins d’une fois par mois","Tous les jours ou presque","Non","Oui, de votre propre initiative, en consultant des ressources sur le sujet","Générer, corriger ou commenter des lignes de code (Python, R, HTML, etc.);Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique;Préparer ou structurer un exposé, un mémoire ou un rapport;Vérifier la qualité linguistique ou la clarté d’un texte;Créer des quiz, exercices ou fiches de révision","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Obtenir de meilleures notes : générer des contenus de qualité, éviter les erreurs, soigner la forme..;Développer vos compétences : apprendre à utiliser de nouveaux outils, améliorer vos compétences en rédaction, programmation, etc.;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vos enseignants interdisent leur utilisation;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche",""
"F","BUT1","Information - Communication",21,"Boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.31,0.21,"Vous ne l'utilisez pas","Une à deux fois par semaine","Vous ne la connaissez pas","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Résumer ou reformuler des textes, articles ou cours","","Gagner du temps","","Vous préférez faire les choses par vous-même;Vos enseignants interdisent leur utilisation;Vous craignez pour la confidentialité des données;Vous êtes préoccupé par les conséquences environnementales;Vous êtes préoccupé par les conséquences sociales et économiques;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche;Vous considérez que c’est une forme de triche;Vous craignez de devenir dépendant",""
"F","BUT1","Information - Communication",18,"Boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.31,0.21,"Tous les jours ou presque","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Une à deux fois par mois","Non","Oui : apprendre à utiliser ces outils fait l’objet de cours spécifiques dans votre formation","Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique","","Gagner du temps;Développer vos compétences : apprendre à utiliser de nouveaux outils, améliorer vos compétences en rédaction, programmation, etc.;Augmenter votre créativité : trouver des idées nouvelles, varier vos méthodes de travail","","Vous préférez faire les choses par vous-même;Vos enseignants interdisent leur utilisation;Vous êtes préoccupé par les conséquences environnementales;Vous craignez d’être accusé de triche",""
"F","BUT2","Information - Communication",19,"Non boursier","Formation initiale","STMG -Sc. Techno. management et gestion","Bac STMG",0.75,0.82,0.31,0.19,"Tous les jours ou presque","Une à deux fois par semaine","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne la connaissez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Concevoir des supports visuels (infographies, schémas, présentations);Générer des images ou des vidéos;Résumer ou reformuler des textes, articles ou cours;Concevoir ou optimiser un modèle / prototype / protocole;Préparer ou structurer un exposé, un mémoire ou un rapport;Vérifier la qualité linguistique ou la clarté d’un texte","","Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Augmenter votre créativité : trouver des idées nouvelles, varier vos méthodes de travail;Bénéficier d’une aide personnalisée, recevoir des conseils adaptés à mes besoins;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous craignez d’être accusé de triche;Vous considérez que c’est une forme de triche;Vous craignez de devenir dépendant",""
"F","BUT3","Information - Communication",20,"Non boursier","Contrat d'apprentissage","STMG -Sc. Techno. management et gestion","Bac STMG",0.75,1.76,0.31,0.41,"Tous les jours ou presque","Une à deux fois par mois","Vous ne l'utilisez pas","Tous les jours ou presque","Vous ne la connaissez pas","Vous ne l'utilisez pas","Oui","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique;Préparer ou structurer un exposé, un mémoire ou un rapport;Vérifier la qualité linguistique ou la clarté d’un texte;Créer des quiz, exercices ou fiches de révision;Autre","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Obtenir de meilleures notes : générer des contenus de qualité, éviter les erreurs, soigner la forme..;Développer vos compétences : apprendre à utiliser de nouveaux outils, améliorer vos compétences en rédaction, programmation, etc.;Augmenter votre créativité : trouver des idées nouvelles, varier vos méthodes de travail;Bénéficier d’une aide personnalisée, recevoir des conseils adaptés à mes besoins;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous êtes préoccupé par les conséquences environnementales;Vous êtes préoccupé par les conséquences sociales et économiques;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche;Vous craignez de devenir dépendant",""
"F","BUT1","Information - Communication",18,"Non boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.31,0.21,"Une à deux fois par mois","Une à deux fois par mois","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Résumer ou reformuler des textes, articles ou cours","","Obtenir de meilleures notes : générer des contenus de qualité, éviter les erreurs, soigner la forme..;Augmenter votre créativité : trouver des idées nouvelles, varier vos méthodes de travail","","Vous préférez faire les choses par vous-même;Vos enseignants interdisent leur utilisation;Vous êtes préoccupé par les conséquences environnementales;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche;Vous considérez que c’est une forme de triche;Vous craignez de devenir dépendant",""
"F","BUT1","Information - Communication",18,"Boursier","Formation initiale","STMG -Sc. Techno. management et gestion","Bac STMG",0.75,0.89,0.31,0.21,"Tous les jours ou presque","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Oui","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Générer, corriger ou commenter des lignes de code (Python, R, HTML, etc.);Générer ou corriger une formule ou un calcul (Excel, MATLAB, Python…);Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique;Simuler ou analyser un cas pratique (clinique, technique ou expérimental);Vérifier la qualité linguistique ou la clarté d’un texte;Créer des quiz, exercices ou fiches de révision;Autre","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Obtenir de meilleures notes : générer des contenus de qualité, éviter les erreurs, soigner la forme..;Développer vos compétences : apprendre à utiliser de nouveaux outils, améliorer vos compétences en rédaction, programmation, etc.;Augmenter votre créativité : trouver des idées nouvelles, varier vos méthodes de travail;Vous organiser : vous aider à planifier, à structurer vos projets, à gérer votre temps;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous êtes préoccupé par les conséquences environnementales;Vous êtes préoccupé par les conséquences sociales et économiques;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez de devenir dépendant",""
"F","BUT1","Information - Communication",18,"Non boursier","Formation initiale","STMG -Sc. Techno. management et gestion","Bac STMG",0.75,0.89,0.31,0.21,"Une à deux fois par semaine","Moins d’une fois par mois","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Concevoir des supports visuels (infographies, schémas, présentations);Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique;Simuler ou analyser un cas pratique (clinique, technique ou expérimental);Vérifier la qualité linguistique ou la clarté d’un texte;Créer des quiz, exercices ou fiches de révision","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Bénéficier d’une aide personnalisée, recevoir des conseils adaptés à mes besoins;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous préférez faire les choses par vous-même;Vos enseignants interdisent leur utilisation;Vous craignez pour la confidentialité des données;Vous ne voulez/pas ou ne pouvez pas payer les versions premium",""
"F","BUT1","Information - Communication",18,"Non boursier","Formation initiale","STMG -Sc. Techno. management et gestion","Bac STMG",0.75,0.89,0.31,0.21,"Moins d’une fois par mois","Une à deux fois par mois","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Oui","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Générer des images ou des vidéos;Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique;Préparer ou structurer un exposé, un mémoire ou un rapport;Vérifier la qualité linguistique ou la clarté d’un texte;Créer des quiz, exercices ou fiches de révision","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Développer vos compétences : apprendre à utiliser de nouveaux outils, améliorer vos compétences en rédaction, programmation, etc.;Augmenter votre créativité : trouver des idées nouvelles, varier vos méthodes de travail;Bénéficier d’une aide personnalisée, recevoir des conseils adaptés à mes besoins;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous préférez faire les choses par vous-même;Vous craignez de devenir dépendant",""
"M","BUT2","Information - Communication",19,"Boursier","Formation initiale","Série générale","Bac général",1.31,0.82,0.31,0.34,"Une à deux fois par semaine","Vous ne l'utilisez pas","Moins d’une fois par mois","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Générer des images ou des vidéos;Résumer ou reformuler des textes, articles ou cours;Créer des quiz, exercices ou fiches de révision","","Gagner du temps;Augmenter votre créativité : trouver des idées nouvelles, varier vos méthodes de travail;Bénéficier d’une aide personnalisée, recevoir des conseils adaptés à mes besoins","","Vous préférez faire les choses par vous-même;Vous craignez pour la confidentialité des données",""
"F","BUT3","Information - Communication",20,"Non boursier","Contrat d'apprentissage","STMG -Sc. Techno. management et gestion","Bac STMG",0.75,1.76,0.31,0.41,"Tous les jours ou presque","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne l'utilisez pas","Non","Oui, de votre propre initiative, en consultant des ressources sur le sujet","Générer des images ou des vidéos;Résumer ou reformuler des textes, articles ou cours;Simuler ou analyser un cas pratique (clinique, technique ou expérimental);Préparer ou structurer un exposé, un mémoire ou un rapport;Vérifier la qualité linguistique ou la clarté d’un texte;Créer des quiz, exercices ou fiches de révision","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous êtes préoccupé par les conséquences environnementales;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche",""
"F","BUT3","Information - Communication",21,"Non boursier","Contrat d'apprentissage","STMG -Sc. Techno. management et gestion","Bac STMG",0.75,1.76,0.31,0.41,"Tous les jours ou presque","Une à deux fois par semaine","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Oui","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Générer des images ou des vidéos;Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique;Préparer ou structurer un exposé, un mémoire ou un rapport;Vérifier la qualité linguistique ou la clarté d’un texte;Créer des quiz, exercices ou fiches de révision","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Augmenter votre créativité : trouver des idées nouvelles, varier vos méthodes de travail;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous craignez pour la confidentialité des données;Vous êtes préoccupé par les conséquences environnementales;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche;Vous craignez de devenir dépendant",""
"F","BUT1","Information - Communication",18,"Non boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.31,0.21,"Une à deux fois par semaine","Une à deux fois par semaine","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique;Préparer ou structurer un exposé, un mémoire ou un rapport;Planifier votre travail ou organiser votre emploi du temps;Vérifier la qualité linguistique ou la clarté d’un texte;Créer des quiz, exercices ou fiches de révision","","Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Vous organiser : vous aider à planifier, à structurer vos projets, à gérer votre temps;Bénéficier d’une aide personnalisée, recevoir des conseils adaptés à mes besoins;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous préférez faire les choses par vous-même;Vos enseignants interdisent leur utilisation;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche;Vous craignez de devenir dépendant",""
"F","BUT2","Information - Communication",19,"Non boursier","Formation initiale","STMG -Sc. Techno. management et gestion","Bac STMG",0.75,0.82,0.31,0.19,"Une à deux fois par semaine","Une à deux fois par mois","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Autre","","Gagner du temps","","Vous craignez d’être accusé de triche",""
"F","BUT3","Information - Communication",20,"Boursier","Formation initiale","Série générale","Bac général",0.75,1.76,0.31,0.41,"Une à deux fois par mois","Une à deux fois par semaine","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Oui","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Résumer ou reformuler des textes, articles ou cours;Préparer ou structurer un exposé, un mémoire ou un rapport","","Gagner du temps;Augmenter votre créativité : trouver des idées nouvelles, varier vos méthodes de travail;Vous organiser : vous aider à planifier, à structurer vos projets, à gérer votre temps","","Vos enseignants interdisent leur utilisation",""
"F","BUT1","Information - Communication",18,"Non boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.31,0.21,"Vous ne l'utilisez pas","Une à deux fois par mois","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Autre","Traduire","Autre","M’apporter une aide supplémentaire","Vous préférez faire les choses par vous-même;Vos enseignants interdisent leur utilisation;Vous craignez pour la confidentialité des données;Vous êtes préoccupé par les conséquences environnementales;Vous êtes préoccupé par les conséquences sociales et économiques;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche;Vous considérez que c’est une forme de triche;Vous craignez de devenir dépendant",""
"F","BUT1","Information - Communication",18,"Non boursier","Formation initiale","STL-Sciences et techno. de laboratoire","Bac techno hors gestion",0.75,0.89,0.31,0.21,"Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Une à deux fois par mois","Tous les jours ou presque","Vous ne la connaissez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Générer ou corriger une formule ou un calcul (Excel, MATLAB, Python…);Résumer ou reformuler des textes, articles ou cours;Vérifier la qualité linguistique ou la clarté d’un texte;Créer des quiz, exercices ou fiches de révision","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Obtenir de meilleures notes : générer des contenus de qualité, éviter les erreurs, soigner la forme..;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vos enseignants interdisent leur utilisation;Vous craignez pour la confidentialité des données;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche;Vous craignez de devenir dépendant",""
"F","BUT2","Information - Communication",19,"Non boursier","Formation initiale","Série générale","Bac général",0.75,0.82,0.31,0.19,"Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Moins d’une fois par mois","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Vérifier la qualité linguistique ou la clarté d’un texte","","Obtenir de meilleures notes : générer des contenus de qualité, éviter les erreurs, soigner la forme..","","Vous n’avez pas besoin;Vous ne savez pas très bien vous en servir;Vous préférez faire les choses par vous-même;Vous craignez pour la confidentialité des données;Vous êtes préoccupé par les conséquences environnementales;Vous êtes préoccupé par les conséquences sociales et économiques;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche;Vous considérez que c’est une forme de triche",""
"F","BUT1","Information - Communication",18,"Boursier","Formation initiale","ST2S-Sciences et technologie de la santé","Bac techno hors gestion",0.75,0.89,0.31,0.21,"Tous les jours ou presque","Vous ne la connaissez pas","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Une à deux fois par semaine","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Générer des images ou des vidéos;Préparer ou structurer un exposé, un mémoire ou un rapport;Vérifier la qualité linguistique ou la clarté d’un texte","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Obtenir de meilleures notes : générer des contenus de qualité, éviter les erreurs, soigner la forme..;Développer vos compétences : apprendre à utiliser de nouveaux outils, améliorer vos compétences en rédaction, programmation, etc.","","Vos enseignants interdisent leur utilisation;Vous craignez pour la confidentialité des données;Vous êtes préoccupé par les conséquences environnementales;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous craignez d’être accusé de triche",""
"F","BUT1","Informatique",18,"Non boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.56,0.37,"Vous ne l'utilisez pas","Une à deux fois par mois","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Non","Oui : apprendre à utiliser ces outils fait l’objet de cours spécifiques dans votre formation","Générer, corriger ou commenter des lignes de code (Python, R, HTML, etc.);Générer ou corriger une formule ou un calcul (Excel, MATLAB, Python…);Autre","","Vous maintenir à niveau car tout le monde l’utilise;Autre","","Vous n’avez pas besoin;Vous ne savez pas très bien vous en servir;Vous craignez d’être accusé de triche",""
"F","BUT1","Informatique",18,"Non boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.56,0.37,"Tous les jours ou presque","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Concevoir des supports visuels (infographies, schémas, présentations);Générer, corriger ou commenter des lignes de code (Python, R, HTML, etc.);Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique;Planifier votre travail ou organiser votre emploi du temps","","Gagner du temps","","Vos enseignants interdisent leur utilisation;Vous craignez pour la confidentialité des données;Vous êtes préoccupé par les conséquences environnementales;Vous craignez de devenir dépendant",""
"M","BUT2","Informatique",20,"Non boursier","Formation initiale","Série générale","Bac général",1.31,0.82,0.56,0.6,"Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Une à deux fois par mois","Moins d’une fois par mois","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","","","","","Vous n’avez pas besoin;Vous préférez faire les choses par vous-même;Vous considérez que c’est une forme de triche;Vous craignez de devenir dépendant",""
"M","BUT1","Informatique",18,"Boursier","Formation initiale","STI2D-Sc&techno indust & develop. durabl","Bac techno hors gestion",1.31,0.89,0.56,0.66,"","","","","","","","","","","","","",""
"M","BUT1","Informatique",18,"Boursier","Formation initiale","Série générale","Bac général",1.31,0.89,0.56,0.66,"Moins d’une fois par mois","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Générer des images ou des vidéos","","Gagner du temps;Améliorer l’efficacité de vos apprentissages : mieux comprendre certains sujets, obtenir des explications, synthétiser les cours, etc.;Développer vos compétences : apprendre à utiliser de nouveaux outils, améliorer vos compétences en rédaction, programmation, etc.;Bénéficier d’une aide personnalisée, recevoir des conseils adaptés à mes besoins","","Vous ne voulez/pas ou ne pouvez pas payer les versions premium",""
"M","BUT1","Informatique",18,"Non boursier","Formation initiale","STI2D-Sc&techno indust & develop. durabl","Bac techno hors gestion",1.31,0.89,0.56,0.66,"Une à deux fois par mois","Vous ne la connaissez pas","Vous ne l'utilisez pas","Vous ne la connaissez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Trouver des explications sur un concept scientifique ou technique;Préparer ou structurer un exposé, un mémoire ou un rapport","","Développer vos compétences : apprendre à utiliser de nouveaux outils, améliorer vos compétences en rédaction, programmation, etc.;Bénéficier d’une aide personnalisée, recevoir des conseils adaptés à mes besoins","","Vous ne savez pas très bien vous en servir;Vos enseignants interdisent leur utilisation;Vous considérez que c’est une forme de triche",""
"M","BUT1","Informatique",18,"Boursier","Formation initiale","Série générale","Bac général",1.31,0.89,0.56,0.66,"Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","","","","","",""
"M","BUT2","Informatique",21,"Non boursier","Formation initiale","Série générale","Bac général",1.31,0.82,0.56,0.6,"Tous les jours ou presque","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Vous ne la connaissez pas","Moins d’une fois par mois","Oui","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Générer, corriger ou commenter des lignes de code (Python, R, HTML, etc.);Trouver des explications sur un concept scientifique ou technique;Vérifier la qualité linguistique ou la clarté d’un texte;Créer des quiz, exercices ou fiches de révision","","Gagner du temps;Bénéficier d’une aide personnalisée, recevoir des conseils adaptés à mes besoins;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous préférez faire les choses par vous-même;Vos enseignants interdisent leur utilisation;Vous craignez pour la confidentialité des données;Vous êtes préoccupé par les conséquences environnementales;Vous êtes préoccupé par les conséquences sociales et économiques;Vous craignez de devenir dépendant",""
"F","BUT1","Informatique",18,"Boursier","Formation initiale","Série générale","Bac général",0.75,0.89,0.56,0.37,"Tous les jours ou presque","Vous ne la connaissez pas","Vous ne la connaissez pas","Tous les jours ou presque","Vous ne la connaissez pas","Une à deux fois par semaine","Oui","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Résumer ou reformuler des textes, articles ou cours;Trouver des explications sur un concept scientifique ou technique;Préparer ou structurer un exposé, un mémoire ou un rapport;Créer des quiz, exercices ou fiches de révision;Autre","","Gagner du temps;Obtenir de meilleures notes : générer des contenus de qualité, éviter les erreurs, soigner la forme..;Bénéficier d’une aide personnalisée, recevoir des conseils adaptés à mes besoins;Vous entraîner, vous tester : générer des questions, des tests, des quiz","","Vous ne savez pas très bien vous en servir;Vous craignez pour la confidentialité des données;Vous êtes préoccupé par les conséquences environnementales",""
"M","BUT2","Informatique",19,"Non boursier","Formation initiale","Série générale","Bac général",1.31,0.82,0.56,0.6,"Vous ne l'utilisez pas","Moins d’une fois par mois","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Vous ne l'utilisez pas","Moins d’une fois par mois","Non","Non, vous n’avez pas reçu de formation ou vous n'en avez pas suivi vous-même","Autre","trouver des réponses que je ne trouve pas dans un moteur de recherche","Gagner du temps","","Vous préférez faire les choses par vous-même;Vous craignez pour la confidentialité des données;Vous êtes préoccupé par les conséquences environnementales;Vous êtes préoccupé par les conséquences sociales et économiques;Vous ne voulez/pas ou ne pouvez pas payer les versions premium;Vous considérez que c’est une forme de triche",""
